model_type,aggregated_test_ir2,buyhold_ir2,strategy_total_return,strategy_sharpe_ratio,strategy_max_drawdown,strategy_num_trades,buyhold_total_return,buyhold_sharpe_ratio,buyhold_max_drawdown,average_test_ir2,average_val_ir2,average_train_ir2,average_test_mse,average_val_mse,average_train_mse,average_test_mae,average_val_mae,average_train_mae,num_folds,total_trades,winning_trades,losing_trades,win_rate,avg_return_per_trade,avg_winning_trade,avg_losing_trade,largest_win,largest_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_f1
ANN,0,0.0027172679898639696,-0.4576207591112768,-6.19679049757289,-0.6861024987691987,626,0.540884803534182,8.183239449036671,-0.6527130585617602,0.2828173660770101,0.14687110288023023,0.015888289312212308,531.9638040191045,435.98774399930306,452.0553764056645,15.100273212184632,13.488777705605182,13.622889849560563,6,537,301,236,56.052141527001865,0.15752292633529516,1.3866705281389125,-1.4101610912193185,38.09033010866347,-18.8752708049988,0.5176140912730185,0.5285149317883944,0.7446089543611287,0.5869726959895761
