model_type,aggregated_test_ir2,buyhold_ir2,strategy_total_return,strategy_sharpe_ratio,strategy_max_drawdown,strategy_num_trades,buyhold_total_return,buyhold_sharpe_ratio,buyhold_max_drawdown,average_test_ir2,average_val_ir2,average_train_ir2,average_test_mse,average_val_mse,average_train_mse,average_test_mae,average_val_mae,average_train_mae,num_folds,total_trades,winning_trades,losing_trades,win_rate,avg_return_per_trade,avg_winning_trade,avg_losing_trade,largest_win,largest_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_f1
CNN,0,0.001764465264104135,-0.4173624755884716,-5.070608269604112,-0.7582208650478267,485,0.41205820334231597,7.137372283571467,-0.6527130585617558,0.1227980330113367,0.13987945582827047,0.04508942146280872,542.08132542922,439.5170776984521,452.90922144086284,15.283351804009692,13.534800386592691,13.614020532750446,6,427,220,207,51.52224824355972,0.19610772635335977,1.8800789679467114,-1.5936201632627627,49.68645212477634,-11.889297923867904,0.5164003364171573,0.5195224919200135,0.8223251847696499,0.6317433511833744
