fold,entry_timestamp,exit_timestamp,position_direction,entry_price,exit_price,pnl,return_pct
1,2024-11-11 00:00:00+00:00,2024-11-11 16:00:00+00:00,1,3184.37712385229,3242.34478069855,57.96765684626007,1.8203766259988097
1,2024-11-11 17:00:00+00:00,2024-11-12 02:00:00+00:00,1,3283.729538939931,3324.3229343167845,40.59339537685355,1.2361978931418882
1,2024-11-12 06:00:00+00:00,2024-11-12 08:00:00+00:00,1,3332.014883691397,3379.75260071417,47.73771702277327,1.432698192809001
1,2024-11-12 09:00:00+00:00,2024-11-12 12:00:00+00:00,1,3431.95229126744,3282.972601196472,-148.979690070968,-4.340960404666605
1,2024-11-12 18:00:00+00:00,2024-11-13 03:00:00+00:00,1,3234.5603507431133,3253.953646922804,19.39329617969088,0.599565136425273
1,2024-11-13 04:00:00+00:00,2024-11-13 12:00:00+00:00,1,3214.9913825303697,3173.112202728478,-41.879179801891496,-1.302621836856377
1,2024-11-13 20:00:00+00:00,2024-11-13 23:00:00+00:00,1,3155.8194801478585,3178.264726180438,22.44524603257969,0.7112335218720345
1,2024-11-14 02:00:00+00:00,2024-11-14 04:00:00+00:00,1,3214.5703766965744,3213.7177897745137,-0.8525869220607092,-0.026522577581167273
1,2024-11-14 05:00:00+00:00,2024-11-14 11:00:00+00:00,1,3237.407701588796,3184.518487666888,-52.88921392190787,-1.633690248403119
1,2024-11-14 15:00:00+00:00,2024-11-14 17:00:00+00:00,1,3093.377849752871,3169.744867361368,76.36701760849701,2.468725817461914
1,2024-11-14 18:00:00+00:00,2024-11-15 00:00:00+00:00,1,3129.0453521890267,3060.3932302015446,-68.65212198748213,-2.194027706867663
1,2024-11-15 01:00:00+00:00,2024-11-15 04:00:00+00:00,1,3066.722332496284,3079.555210948418,12.832878452134082,0.41845583201816083
1,2024-11-15 05:00:00+00:00,2024-11-15 09:00:00+00:00,1,3029.6289155362783,3071.5403480569694,41.91143252069105,1.3833850180715146
1,2024-11-15 10:00:00+00:00,2024-11-15 17:00:00+00:00,1,3094.0582276322675,3038.8370477754447,-55.2211798568228,-1.7847492126572218
1,2024-11-16 01:00:00+00:00,2024-11-16 06:00:00+00:00,1,3086.591678151772,3130.152682790442,43.561004638670056,1.411297935746214
1,2024-11-16 08:00:00+00:00,2024-11-16 11:00:00+00:00,1,3110.067195806632,3126.1126022464723,16.045406439840463,0.5159183203975459
1,2024-11-17 02:00:00+00:00,2024-11-17 04:00:00+00:00,1,3086.076037130473,3081.3059841167155,-4.770053013757661,-0.15456693083275574
1,2024-11-17 05:00:00+00:00,2024-11-17 14:00:00+00:00,1,3120.9056636973564,3106.368517958444,-14.537145738912386,-0.46579894765835794
1,2024-11-17 17:00:00+00:00,2024-11-17 19:00:00+00:00,1,3093.445639163971,3078.7646818830863,-14.68095728088474,-0.4745826820106158
1,2024-11-17 20:00:00+00:00,2024-11-17 23:00:00+00:00,1,3097.072099022328,3059.3197125988845,-37.75238642344357,-1.2189702149769444
1,2024-11-18 07:00:00+00:00,2024-11-18 10:00:00+00:00,1,3149.690631496118,3107.7247557558226,-41.96587574029536,-1.3323808795901115
1,2024-11-18 11:00:00+00:00,2024-11-18 13:00:00+00:00,1,3115.766303827262,3087.1481239619466,-28.618179865315597,-0.9184957109961145
1,2024-11-18 17:00:00+00:00,2024-11-18 20:00:00+00:00,1,3169.1047642263247,3130.291232518526,-38.813531707798575,-1.224747510588342
1,2024-11-18 21:00:00+00:00,2024-11-18 23:00:00+00:00,1,3153.838407663945,3155.247873712077,1.4094660481318897,0.044690496656607515
1,2024-11-19 03:00:00+00:00,2024-11-19 05:00:00+00:00,1,3159.498772453728,3129.559311371921,-29.939461081807167,-0.9476016051291447
1,2024-11-19 06:00:00+00:00,2024-11-19 09:00:00+00:00,1,3133.538563312379,3120.059752690828,-13.47881062155102,-0.4301466329267978
1,2024-11-19 10:00:00+00:00,2024-11-19 15:00:00+00:00,1,3111.598456908408,3095.999479763188,-15.598977145220033,-0.5013171641921499
1,2024-11-19 16:00:00+00:00,2024-11-19 19:00:00+00:00,1,3103.589175747111,3148.16464360665,44.575467859539,1.4362554234907288
1,2024-11-19 22:00:00+00:00,2024-11-20 04:00:00+00:00,1,3098.970653517385,3098.8650299487344,-0.10562356865057154,-0.003408343623090282
1,2024-11-20 07:00:00+00:00,2024-11-20 10:00:00+00:00,1,3108.7227222567512,3119.697557448343,10.974835191591865,0.3530335823461517
1,2024-11-20 11:00:00+00:00,2024-11-20 15:00:00+00:00,1,3110.3732653883285,3121.42713223848,11.053866850151735,0.355387148325792
1,2024-11-20 17:00:00+00:00,2024-11-20 20:00:00+00:00,1,3096.107493185329,3055.3347185382327,-40.77277464709641,-1.3169043625532728
1,2024-11-20 21:00:00+00:00,2024-11-21 00:00:00+00:00,1,3073.891238968391,3068.7425513678413,-5.148687600549692,-0.1674973901248933
1,2024-11-21 03:00:00+00:00,2024-11-21 10:00:00+00:00,1,3059.721275787424,3129.1691999455466,69.44792415812253,2.269746748100454
1,2024-11-21 12:00:00+00:00,2024-11-21 14:00:00+00:00,1,3147.475737852676,3350.5224255057465,203.04668765307042,6.45109619785651
1,2024-11-21 17:00:00+00:00,2024-11-21 19:00:00+00:00,1,3328.925114599555,3375.7513431563943,46.826228556839396,1.4066470991334512
1,2024-11-21 23:00:00+00:00,2024-11-22 12:00:00+00:00,1,3377.24538872999,3344.4253437677444,-32.82004496224545,-0.9717992382717422
1,2024-11-22 13:00:00+00:00,2024-11-22 21:00:00+00:00,1,3345.0399982627146,3293.857406882173,-51.18259138054145,-1.5301040169063418
1,2024-11-22 23:00:00+00:00,2024-11-23 02:00:00+00:00,1,3313.834916758601,3346.0646299018663,32.229713143265144,0.9725805283864464
1,2024-11-23 03:00:00+00:00,2024-11-23 05:00:00+00:00,1,3331.3369467247103,3355.2316809229555,23.89473419824526,0.7172716113792665
1,2024-11-23 12:00:00+00:00,2024-11-23 15:00:00+00:00,1,3357.170558152589,3480.757714852884,123.58715670029505,3.681289185626113
1,2024-11-23 23:00:00+00:00,2024-11-24 03:00:00+00:00,1,3409.491926231963,3433.066545661458,23.57461942949476,0.6914408345746859
1,2024-11-24 04:00:00+00:00,2024-11-24 08:00:00+00:00,1,3431.0685006318777,3426.7203726053763,-4.348128026501399,-0.12672810308802518
1,2024-11-24 09:00:00+00:00,2024-11-24 11:00:00+00:00,1,3400.9425940740643,3382.676910216191,-18.265683857873228,-0.5370771000280938
1,2024-11-24 17:00:00+00:00,2024-11-24 19:00:00+00:00,1,3318.15177461545,3325.21523025436,7.06345563891,0.2128731932320438
1,2024-11-24 22:00:00+00:00,2024-11-25 06:00:00+00:00,1,3349.097857746497,3384.2910307395064,35.193172993009284,1.050825460701521
1,2024-11-25 07:00:00+00:00,2024-11-25 09:00:00+00:00,1,3384.8853221206327,3414.4682967910485,29.58297467041575,0.8739727303931799
1,2024-11-25 14:00:00+00:00,2024-11-25 18:00:00+00:00,1,3481.6916042848698,3462.466904072155,-19.22470021271465,-0.5521655102667666
1,2024-11-25 20:00:00+00:00,2024-11-25 22:00:00+00:00,1,3462.7191692110305,3440.8347196394707,-21.8844495715598,-0.632001860449638
