model_type,aggregated_test_ir2,buyhold_ir2,strategy_total_return,strategy_sharpe_ratio,strategy_max_drawdown,strategy_num_trades,buyhold_total_return,buyhold_sharpe_ratio,buyhold_max_drawdown,average_test_ir2,average_val_ir2,average_train_ir2,average_test_mse,average_val_mse,average_train_mse,average_test_mae,average_val_mae,average_train_mae,num_folds,total_trades,winning_trades,losing_trades,win_rate,avg_return_per_trade,avg_winning_trade,avg_losing_trade,largest_win,largest_loss,average_test_accuracy,average_test_precision,average_test_recall,average_test_f1
LSTM,0.00023271097213287728,0.002688342459477114,0.14346443232664746,4.441339900078647,-0.6719777738290815,84,0.5539545700292541,8.361865213857087,-0.65271305856176,0.2606178314001207,0.08817436632430749,0.00333137974783,550.0545912723928,437.05853659221594,452.98837043618533,15.357704473401219,13.496870744080283,13.62552164436127,6,85,44,41,51.76470588235295,0.6215747940549425,4.4932457659743665,-3.533389175809806,55.072198647579796,-27.472471986464477,0.5087901573075445,0.5165541519824081,0.8249931192624435,0.6225434721925148
