fold,entry_timestamp,exit_timestamp,position_direction,entry_price,exit_price,pnl,return_pct
1,2024-11-09 12:00:00+00:00,2024-11-12 10:00:00+00:00,1,3055.719091066021,3366.0117258635337,310.2926347975126,10.154488208838064
1,2024-11-12 15:00:00+00:00,2024-11-13 01:00:00+00:00,1,3290.016086450907,3245.1052261774794,-44.910860273427716,-1.3650650663497244
1,2024-11-13 06:00:00+00:00,2024-11-13 16:00:00+00:00,1,3139.522736461532,3322.059897546429,182.53716108489698,5.814169108092826
1,2024-11-13 19:00:00+00:00,2024-11-13 21:00:00+00:00,1,3272.508614705879,3171.413629757365,-101.09498494851414,-3.089219826472489
1,2024-11-13 22:00:00+00:00,2024-11-15 08:00:00+00:00,1,3151.2394839154526,3042.6599124160343,-108.57957149941831,-3.445614719339163
1,2024-11-15 10:00:00+00:00,2024-11-24 20:00:00+00:00,1,3094.0582276322675,3325.678662761802,231.6204351295346,7.485975314264937
1,2024-11-25 00:00:00+00:00,2024-11-25 07:00:00+00:00,1,3361.418747569492,3384.8853221206327,23.46657455114064,0.698115180327008
1,2024-11-25 15:00:00+00:00,2024-12-03 10:00:00+00:00,1,3423.3481171733283,3613.002802157583,189.6546849842548,5.540035032746049
1,2024-12-03 17:00:00+00:00,2024-12-04 00:00:00+00:00,1,3553.1610676230434,3622.095394715681,68.93432709263743,1.9400844988643362
1,2024-12-04 14:00:00+00:00,2024-12-04 16:00:00+00:00,1,3707.9713555675626,3831.067331871935,123.09597630437247,3.3197661065947237
1,2024-12-05 00:00:00+00:00,2024-12-05 07:00:00+00:00,1,3838.9865557520734,3854.325115713063,15.338559960989642,0.39954711323506586
1,2024-12-05 13:00:00+00:00,2024-12-06 10:00:00+00:00,1,3929.833697002137,3875.846877791592,-53.986819210545036,-1.373768545262588
1,2024-12-06 16:00:00+00:00,2024-12-07 08:00:00+00:00,1,4001.418864490523,3992.291296959888,-9.127567530635133,-0.22810827458318306
1,2024-12-07 18:00:00+00:00,2024-12-08 10:00:00+00:00,1,3995.8109162283504,3944.850054770178,-50.96086145817253,-1.2753571809717812
1,2024-12-08 14:00:00+00:00,2024-12-09 01:00:00+00:00,1,3997.600107288122,3975.745944523275,-21.854162764847388,-0.5466820636962799
1,2024-12-09 16:00:00+00:00,2024-12-10 00:00:00+00:00,1,3824.059926910804,3712.8833813169895,-111.17654559381435,-2.907290882432023
1,2024-12-10 20:00:00+00:00,2024-12-10 22:00:00+00:00,1,3628.0378848540654,3645.261287974048,17.223403119982777,0.4747305200942131
1,2024-12-11 14:00:00+00:00,2024-12-11 19:00:00+00:00,1,3748.511002648053,3794.783904708768,46.272902060715296,1.2344342067564185
1,2024-12-11 20:00:00+00:00,2024-12-11 22:00:00+00:00,1,3810.6281591442767,3835.3570639261006,24.728904781823985,0.6489456265230897
1,2024-12-12 00:00:00+00:00,2024-12-12 09:00:00+00:00,1,3834.597659361795,3914.873968752896,80.27630939110077,2.0934741144253755
1,2024-12-12 16:00:00+00:00,2024-12-13 08:00:00+00:00,1,3964.97181220882,3888.7721699490426,-76.19964225977765,-1.9218205290929435
1,2024-12-13 20:00:00+00:00,2024-12-14 04:00:00+00:00,1,3920.0123649709526,3912.578676042329,-7.433688928623724,-0.18963432347945952
1,2024-12-14 20:00:00+00:00,2024-12-15 12:00:00+00:00,1,3857.149749142373,3876.559029819626,19.409280677253264,0.5032026739840489
1,2024-12-15 16:00:00+00:00,2024-12-17 06:00:00+00:00,1,3894.004961122307,4022.0219204858654,128.01695936355827,3.287539708903253
1,2024-12-19 03:00:00+00:00,2024-12-19 07:00:00+00:00,1,3643.834633308695,3677.424920879268,33.590287570572855,0.9218389677599692
1,2024-12-19 16:00:00+00:00,2024-12-20 08:00:00+00:00,1,3606.49893896678,3381.607210681555,-224.89172828522487,-6.235735323678027
1,2024-12-20 09:00:00+00:00,2024-12-20 11:00:00+00:00,1,3300.619308097313,3189.380859755828,-111.23844834148485,-3.3702295829327156
1,2024-12-20 15:00:00+00:00,2024-12-21 19:00:00+00:00,1,3327.355803939792,3358.99179760824,31.63599366844801,0.9507848133039731
1,2024-12-22 01:00:00+00:00,2024-12-22 06:00:00+00:00,1,3355.35830579603,3325.414667994949,-29.943637801080968,-0.8924125256416393
